ingredient_text,allergens
"potato starch, fish stock, hazelnut, brazil nut, anchovy, soy protein, paprika extract, folate, egg white, yeast, tamari, tempeh","egg,fish,soy,tree_nuts"
"yeast, natural flavors, corn starch, sesame, potassium chloride, til, gingelly oil, paprika extract",sesame
"paprika extract, lactic acid, shrimp paste, sunflower oil, shellfish, shellfish extract",shellfish
"folate, peanut protein, sodium metabisulfite, mustard oil, ground nut oil, (may be present: fish), monkey nuts, dijon mustard, salt (as preservative), niacin (for texture), sulphites, potato starch, lactic acid","fish,mustard,peanut,sulphites"
"annatto, guar gum, thiamine, turmeric, water, citric acid, yeast, lecithin (as preservative)",none
"hydrolyzed soy protein, sodium bicarbonate, baking powder, milk protein, corn starch, dextrose, curd, vitamin D (for texture), lactic acid, beta carotene","dairy,soy"
"gingelly oil, sodium bicarbonate, riboflavin, peanut, corn syrup, sunflower oil, carrageenan, peanut paste, paprika extract, artificial flavors, sesame oil, preservatives, white sesame","peanut,sesame"
"INGREDIENTS: corn syrup (for color), carrageenan, beta carotene, celery leaves, celery, folate (as stabilizer), vitamin E, celery root. CONTAINS celery",celery
"mayonnaise, carrageenan, surimi, turmeric, vitamin D (for texture), egg powder, fish powder, fish sauce","egg,fish"
"thiamine, lecithin, vegetable oil, beta carotene, vitamin E, couscous, wheat bran, semolina, dextrose, natural colors (for color)",wheat
"citric acid, tapioca starch, sugar, vitamin A, fish stock, thiamine, mackerel, vegetable oil, salt, fish protein",fish
"INGREDIENTS: corn syrup, sweet lupin, egg wash, lupin, natural colors (for color), cashew butter, palm oil, glucose, annatto, pecan. CONTAINS lupin, tree_nuts, egg","egg,lupin,tree_nuts"
"sodium bicarbonate, carrageenan, vitamin D (for texture), baking powder",none
"(produced in a facility that handles peanut, fish, celery), sodium metabisulfite, corn syrup, celery root, invert sugar, tapioca starch, artificial flavors (as preservative), niacin, maltodextrin, folate, yeast, celery stalk, celery","celery,celery,fish,peanut,sulphites"
"INGREDIENTS: beta carotene, vitamin E, paprika extract. MAY CONTAIN sulphites, egg, mustard DUE TO SHARED EQUIPMENT",",egg,mustard,sulphites"
"artificial flavors, sodium bicarbonate (as stabilizer), glucose, miso, edamame, soya, guar gum, vitamin E, sunflower oil",soy
"INGREDIENTS: citric acid, mono and diglycerides, lecithin (for color), egg, maltodextrin, folate. CONTAINS egg",egg
"invert sugar, potato starch, fructose, mollusc extract, mollusc powder, corn starch, annatto, mustard extract, vitamin A (for texture), canola oil, mussel","molluscs,mustard"
"lupin seeds, citric acid (for color), wheat gluten, riboflavin, water, turmeric, lupini beans, wheat bran, niacin, potassium chloride","lupin,wheat"
"INGREDIENTS: vegetable oil, (manufactured on equipment that also processes soy, egg, wheat), potassium chloride, artificial flavors, whelk, salt. CONTAINS soy, egg, molluscs. MAY CONTAIN sulphites, lupin DUE TO SHARED EQUIPMENT","egg,lupin,molluscs,soy,sulphites,wheat"
"ground nut oil, sodium bicarbonate, palm oil, niacin, seafood, lecithin, prawn, lactic acid","peanut,shellfish"
"modified starch, citric acid (for texture), sweet lupin, thiamine, turmeric",lupin
"invert sugar, artificial flavors, paprika extract, citric acid, abalone, water, milk powder, preserved with sulfites, beta carotene","dairy,molluscs,sulphites"
"wheat germ, bran, potato starch, sesame seed, til, corn starch, folate, seitan","sesame,wheat"
"INGREDIENTS: vegetable oil, seafood, shellfish extract, niacin, rice flour, lupin. CONTAINS shellfish","lupin,shellfish"
"dried egg, sardine, mayonnaise, niacin, tapioca starch, globulin, paprika extract (for texture), lactic acid, lecithin, artificial flavors","egg,fish"
"celery powder, annatto, modified starch, maltodextrin, magnesium carbonate, (may be present: dairy), rice flour","celery,dairy"
"lecithin, soya, (produced in a facility that handles soy), edamame, natural colors, paprika extract, tamari, corn syrup","soy,soy"
"cod, canola oil (as preservative), vitamin E, salmon, yeast, flour, carrageenan, lecithin (as preservative), corn syrup, sardine","fish,wheat"
"INGREDIENTS: egg lecithin, lupini beans, salt, lupine, lupin, niacin, pasteurized egg, water, glucose. CONTAINS lupin","egg,lupin"
"vitamin E, sugar, tofu, edamame, pistachio, paprika extract","soy,tree_nuts"
"INGREDIENTS: lupini beans, albumin, sugar, dried egg, potassium chloride, salt, meringue, macadamia, almond paste, sweet lupin, fish. CONTAINS fish, lupin, egg. MAY CONTAIN peanut, lupin DUE TO SHARED EQUIPMENT","egg,fish,lupin,peanut,tree_nuts"
"lactic acid, (may contain traces of fish, molluscs), dextrose (for texture), shellfish extract, lobster, maltodextrin","fish,molluscs,shellfish"
"sodium bicarbonate, soya, potassium chloride, vegetable oil, soy sauce",soy
"beer nuts, guar gum, octopus, surimi, snail, sunflower oil, mono and diglycerides, sardine, clam, peanut protein","fish,molluscs,peanut"
"mustard oil, folate, guar gum, vitamin A, canola oil, artificial flavors, dijon mustard, egg protein, annatto, calcium carbonate","egg,mustard"
"crawfish, potassium chloride, paprika extract, scallop, vegetable oil, octopus, xanthan gum, shrimp","molluscs,shellfish"
"fish, lecithin, salt, natural flavors, citric acid, vegetable oil, maltodextrin, yeast",fish
"calcium carbonate, natural colors, carrageenan, beta carotene, sodium bicarbonate, citric acid, modified starch, vegetable oil",none
"dextrose, invert sugar, fish powder, potassium chloride, annatto, lecithin, tapioca starch, walnut oil","fish,tree_nuts"
"INGREDIENTS: preservatives, (manufactured on equipment that also processes sulphites), vitamin D (as preservative), sunflower oil, mono and diglycerides, artificial flavors. CONTAINS sulphites",sulphites
"celery powder, peanut protein, lecithin, baking powder, corn syrup, ground nut oil, buttermilk, turmeric, celery extract","celery,dairy,peanut"
"INGREDIENTS: potassium chloride, guar gum, sugar, semolina, turmeric (for color), modified wheat starch. CONTAINS wheat",wheat
"preserved with sulfites, soy sauce, natural colors (as preservative), sodium bicarbonate, potato starch, water, contains sulfites, artificial flavors, sulphites, mono and diglycerides, soy","soy,sulphites"
"vitamin A (as stabilizer), palm oil, water, calcium carbonate, yeast",none
"natural colors, corn syrup, lecithin, corn starch, peanut sauce, peanut paste, sugar (for color), fructose, glucose",peanut
"salt, guar gum, glucose (for texture), tapioca starch, beta carotene (as stabilizer), lecithin",none
"INGREDIENTS: mono and diglycerides, wheat, water, wheat starch, mustard, celery salt, dijon mustard, bread crumbs, celery spice, palm oil, mustard oil, celery seeds. CONTAINS mustard","celery,mustard,wheat"
"lupin seeds, lupini, sesame, preservatives, walnut oil, citric acid, invert sugar, til, dijon mustard, fructose, almond, sardine, lecithin, lactic acid, mustard flour, mono and diglycerides","fish,lupin,mustard,sesame,tree_nuts"
"INGREDIENTS: modified starch, (processed in a facility that also processes lupin, dairy), natural colors, lactic acid, baking powder","dairy,lupin"
"tapioca starch, walnut, cashew, vitamin E, almond milk, niacin, citric acid (for texture)",tree_nuts
"INGREDIENTS: lactic acid, egg protein, water, egg lecithin, glucose, rice flour, artificial flavors, lysozyme. MAY CONTAIN egg DUE TO SHARED EQUIPMENT",egg
"INGREDIENTS: preserved with sulfites, tofu, baking powder, miso, magnesium carbonate, potassium chloride, potato starch. CONTAINS sulphites, soy","soy,sulphites"
"INGREDIENTS: cashew, magnesium carbonate, peanut sauce, mustard paste, peanut protein, annatto, glucose, calcium carbonate (as preservative), turmeric, thiamine (for texture), monkey nuts, dijon mustard, yeast, baking powder","mustard,peanut,tree_nuts"
"sesame flour, xanthan gum, dextrose, mollusc extract, baking powder, til, tapioca starch, octopus, sesame, lupine","lupin,molluscs,sesame"
"yeast (as stabilizer), (manufactured on equipment that also processes peanut, sulphites, mustard), corn starch, rice flour","mustard,peanut,sulphites"
"lactic acid (as preservative), pistachio, palm oil, corn starch, corn syrup, (manufactured on equipment that also processes lupin, dairy), marzipan, potassium chloride (as preservative), carrageenan, calcium carbonate, brazil nut","dairy,lupin,tree_nuts"
"yeast (as preservative), modified wheat starch, egg white, fructose, seitan, vitamin E, guar gum (as stabilizer), thiamine","egg,wheat"
"INGREDIENTS: potassium chloride, dextrose, glucose, citric acid, corn starch, baking powder, celery seeds. CONTAINS celery",celery
"INGREDIENTS: bran, glucose, hydrolyzed soy protein, potassium chloride, durum wheat, natural flavors, pasta, invert sugar (for texture), vegetable oil","soy,wheat"
"INGREDIENTS: lysozyme, rice flour, calcium carbonate, sodium bicarbonate, invert sugar, dextrose, egg lecithin, artificial flavors, citric acid. CONTAINS egg",egg
"palm oil, soya, scallop, natural colors (for color), calamari, sodium metabisulfite, dairy cream, cheese, guar gum, milk protein isolate, clam juice, potassium bisulfite, fructose, potassium metabisulfite","dairy,molluscs,soy,sulphites"
"turmeric, sunflower oil, magnesium carbonate, fructose, paprika extract",none
"baking powder, ground nut oil, modified starch, turmeric, peanut butter, artificial flavors, sunflower oil, sugar, arachis oil",peanut
"INGREDIENTS: xanthan gum (for texture), til, tapioca starch, gingelly oil, contains sulfites, riboflavin, white sesame, sulfur dioxide. CONTAINS sulphites","sesame,sulphites"
"beta carotene, turmeric, egg lecithin, niacin, mono and diglycerides, mayonnaise, durum wheat, sunflower oil","egg,wheat"
"riboflavin, canola oil (for color), (may contain traces of fish, sulphites), potato starch, vitamin E, tapioca starch, yeast","fish,sulphites"
"citric acid, celery stalk, celery leaves, folate, calcium carbonate, potassium chloride, celery spice, artificial flavors, water",celery
"shrimp, natto, baking powder, mustard flour, prawn, mustard paste, vitamin D, lupin seeds, lupini, tofu, salt, artificial flavors, lupin, soy sauce, modified starch, niacin","lupin,mustard,shellfish,soy"
"scallop, beta carotene, invert sugar, mono and diglycerides, squid, mollusc extract, xanthan gum, canola oil",molluscs
"dijon mustard, vitamin A, natural colors, modified starch, preservatives, water, mustard seed",mustard
"preservatives, annatto, riboflavin, guar gum, paprika extract (for color), carrageenan, folate, sesame paste, potato starch",sesame
"INGREDIENTS: mussel, dried egg, abalone, preservatives, egg wash, corn syrup, egg powder, vitamin E","egg,molluscs"
"INGREDIENTS: couscous, yeast, preservatives, whole wheat flour, sodium bicarbonate (as stabilizer), bread crumbs, beta carotene. CONTAINS wheat",wheat
"egg protein, water, egg wash, sugar (as stabilizer), egg, mono and diglycerides",egg
"potato starch (as preservative), thiamine, vitamin A, sulfur dioxide, fish paste, riboflavin, potassium metabisulfite, salmon, palm oil, canola oil","fish,sulphites"
"vitamin D, mono and diglycerides (as preservative), potassium chloride, artificial flavors, potato starch, vitamin A, sodium bicarbonate",none
"(processed in a facility that also processes tree_nuts, sesame), soy protein, celery seeds, dried egg, cream, celery leaves, riboflavin, water, whey, milk solids, miso, wheat bran, preservatives, tofu","celery,dairy,egg,sesame,soy,tree_nuts,wheat"
"INGREDIENTS: palm oil, thiamine, langoustine, paprika extract, potassium chloride, sodium bicarbonate. CONTAINS shellfish. MAY CONTAIN fish, molluscs, peanut DUE TO SHARED EQUIPMENT","fish,molluscs,peanut,shellfish"
"INGREDIENTS: baking powder, celery stalk, dried egg, mono and diglycerides, celery powder, natural flavors, canola oil, sodium bicarbonate, celery root, modified starch, citric acid, glucose","celery,egg"
"INGREDIENTS: magnesium carbonate, paprika extract, dextrose, natural flavors, citric acid, milk fat, maltodextrin, lactic acid. CONTAINS dairy",dairy
"durum wheat, water, albumin, corn syrup (for color), (may contain traces of dairy), vegetable oil, vitamin E, beta carotene, soy protein, egg powder","dairy,egg,soy,wheat"
"corn starch, glucose, salt, potassium chloride, mustard powder, corn syrup",mustard
"INGREDIENTS: rice flour, magnesium carbonate, lecithin, sodium bicarbonate, invert sugar, calcium carbonate, canola oil. MAY CONTAIN celery, sesame DUE TO SHARED EQUIPMENT",",celery,sesame"
"INGREDIENTS: black sesame, folate, guar gum, (may be present: sesame, wheat, mustard), octopus, modified starch, palm oil, natural colors, vegetable oil","molluscs,mustard,sesame,sesame,wheat"
"INGREDIENTS: seitan, lupini beans, calcium carbonate, turmeric, soya, maltodextrin, semolina, bran, soy, (may contain traces of tree_nuts, sulphites), peanut sauce, goober peas, annatto. CONTAINS sulphites. MAY CONTAIN peanut DUE TO SHARED EQUIPMENT","lupin,peanut,soy,sulphites,tree_nuts,wheat"
"shellfish extract, krill, potassium chloride, vitamin D, potato starch, textured vegetable protein, soy protein, yeast, thiamine (for texture), magnesium carbonate, edamame, shrimp","shellfish,soy"
"paprika extract, lactic acid, sodium bicarbonate, natural colors, beta carotene, sugar, thiamine (as stabilizer), rice flour",none
"vitamin E (for color), canola oil (for texture), snail, invert sugar, rice flour",molluscs
"INGREDIENTS: vitamin E, magnesium carbonate, natural flavors, yeast, dextrose, lupin concentrate, sugar, thiamine, riboflavin, lupin seeds. MAY CONTAIN sesame DUE TO SHARED EQUIPMENT","lupin,sesame"
"sulphites, fructose, celery powder, celery leaves, sulfites, riboflavin, squid, guar gum, dried fruits with sulfites, sunflower oil (for texture), citric acid, vitamin A, calcium carbonate","celery,molluscs,sulphites"
"INGREDIENTS: thiamine, xanthan gum, corn syrup, vegetable oil, egg white, tapioca starch, citric acid",egg
"fructose, artificial flavors, potassium chloride, beta carotene, (may contain traces of fish)",fish
"INGREDIENTS: palm oil, skimmed milk powder, sugar, casein, niacin (for texture), canola oil, folate, salt, corn starch (for texture). CONTAINS dairy",dairy
"INGREDIENTS: wheat gluten, maltodextrin, water, durum wheat, fructose, artificial flavors, carrageenan, bread crumbs, yeast, baking powder, pasteurized egg","egg,wheat"
"vitamin E, sugar, natural colors, sunflower oil, ground peanuts, modified starch, monkey nuts, peanut oil",peanut
